Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
FOUNDATION SAINT JOHN OF GOD - CLINICAL OUDINOT,· Surgical center,Oncological clinics,Paris,France,4.8,(1.3K),"Paris, France",· +33 1 40 61 11 00,,http://www.clinique-stjeandedieu.com/,⋅ Closes 9 PM
Centre de Chirurgie de la Femme ️,· Specialized clinic,Oncological clinics,Paris,France,4.5,-2,"Neuilly-sur-Seine, France",· +33 1 89 86 70 07,,https://chirurgiefemmeparis.fr/?utm_source=google&utm_medium=GMB&utm_campaign=referal_gmb,⋅ Opens 9 AM Mon
Texas Oncology-Paris,· Cancer treatment center,Oncological clinics,Paris,France,4.6,-18,"Paris, TX, United States",· +1 903-785-0031,,https://www.texasoncology.com/cancer-centers/paris/paris/medical-oncology,⋅ Opens 8 AM Mon
Clinique de l'Alma,· Medical clinic,Oncological clinics,Paris,France,4.3,(2.1K),"Paris, France",· +33 1 45 56 56 00,,https://www.clinique-alma.com/,⋅ 8 PM
Service de Gynécologie Sénologie Plastie reconstructrice Paris Professeur Fabrice Lecuru - Institut Curie,· Oncologist,Oncological clinics,Paris,France,5,-11,"Paris, France",· +33 1 44 32 42 45,,https://www.cancerologiegynecologique.com/,⋅ Opens 8 AM Mon
Institut du Sein Henri Hartmann ️ Traitement du cancer du sein,· Cancer treatment center,Oncological clinics,Paris,France,5,-3,"Neuilly-sur-Seine, France",· +33 1 88 31 15 93,,https://ishh.fr/#utm_source=google&utm_medium=organique&utm_campaign=fiche-gmb,⋅ Opens 8 AM Mon
Clinical Bizet,· Medical Center,Oncological clinics,Paris,France,3.7,-618,"Paris, France",· +33 1 40 69 34 34,,https://www.bizet-cliniques-paris.fr/,⋅ 8:15 PM
Centre de Chirurgie Dermatologique Paris Centre - Institut DermaChir,· Surgeon,Oncological clinics,Paris,France,5,-9,"Paris, France",· +33 1 73 17 31 73,,,⋅ Opens 9 AM Mon
Proton Therapy Center,· Cancer treatment center,Oncological clinics,Paris,France,4.7,-24,"Orsay, France",· +33 1 69 29 87 00,,https://curie.fr/centre-de-protontherapie-dorsay,⋅ Opens 8 AM Mon
Oncorif - Dispositif Spécifique Régional du Cancer en Île-de-France,· Association / Organization,Oncological clinics,Paris,France,3.3,-3,"Paris, France",· +33 1 44 06 00 90,,http://www.oncorif.fr/,⋅ Opens 9 AM Mon
Institut du sein Paris Peupliers,· Cancer treatment center,Oncological clinics,Paris,France,4,-1,"Paris, France",· +33 800 00 29 34,,,
Institut Voltaire - Opération laser (LASIK SMILE PKR) - Chirurgie réfractive Paris,· Lasik surgeon,Ophthalmology  clinics,Paris,France,4.9,-160,Paris,· 09 51 42 85 00,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjgiPq6lfuLAxWbkIMHHU5lAWYYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1YsiUOO-3W5alMAq4wbcpwQQJiF685ag-I4OK9HNNOVtBgMz6WWmEaArlHEALw_wcB&ohost=www.google.com&cid=CAESVeD2bw8L-1KJHS4aMIn1dxgg20rzCsnJYTyP2Zi0uoyoBo0fs30GNal-fRyIIUiH0zuIilExH2s7gXE8iZWhMWU1sHKRyTSYrFTwAc6TTKpcWhbnZw8&sig=AOD64_2zwlyaTKixwLuT5zdrJljwQD6tcQ&q=&ctype=99&ved=2ahUKEwiagvS6lfuLAxWa8rsIHco2D2A4FBCErAF6BAgdEA8&adurl=,⋅ Opens 9 AM Mon
Dr Patrick Loriaut,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-173,16 Rue Théodore de Banville,· +33 1 47 64 80 32,,http://www.ophtalmologie-paris.com/,⋅ Opens 9 AM Mon
Ophtalmologiste Paris - Chirurgie des paupières & Pédiatrie | Dr Florence POUGET THERON,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-79,4 Rue Paul Bert,· +33 1 81 80 05 79,,https://ophtalmo75.com/?utm_source=google&utm_medium=gmb,⋅ Opens 8:30 AM Mon
Dr Romain Nicolau - Operation laser des yeux - Chirurgie refractive - Specialiste LASIK - SMILE - Operation myopie,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.6,-311,95 Rue du Faubourg Saint-Antoine,· +33 1 84 25 15 75,,https://www.doctolib.fr/doctors/nicolau%20romain/paris,⋅ Opens 8 AM Mon
Dr Sawsen Salah-Berly - Ophtalmologue Paris 11 - Uvéites & DMLA,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.6,-106,95 Rue du Faubourg Saint-Antoine,· +33 1 86 95 30 95,,https://uveite-retine.com/?utm_source=gb-ssb&utm_medium=gb-ssb&utm_campaign=gb-ssb,⋅ Opens 9 AM Mon
Dr. Julien SEROR,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-383,155 Rue de Courcelles,· +33 1 56 79 50 06,,http://www.cpoo.fr/,⋅ Opens 9 AM Mon
Centre médico-chirurgical Oeil et Paupière - COP,· Ophthalmology clinic,Ophthalmology  clinics,Paris,France,5,-33,4 Rue Desgenettes,· +33 1 40 67 02 65,,https://oeiletpaupiere.fr/,⋅ Opens 11 AM Mon
Dr. Camille Rambaud,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-329,4 Rue Domat,· +33 1 88 61 99 19,,https://chirurgien-ophtalmologue.com/,⋅ Opens 8:30 AM Mon
Institut Voltaire - Opération laser (LASIK SMILE PKR) - Chirurgie réfractive Paris,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-160,5 Rue la Vacquerie,· +33 9 51 42 85 00,,https://www.voltaire-ophtalmologie-laser.paris/?utm_source=google&utm_medium=organic&utm_campaign=gmb,⋅ Opens 9 AM Mon
Dr Camille Rambaud - Chirurgie réfractive et cataracte,· Ophthalmologist,Ophthalmology  clinics,Paris,France,5,-85,10 Rue Barbette,· +33 9 51 42 85 00,,https://chirurgie-refractive.paris/,⋅ Opens 9 AM Mon
OPHTA Paris Clichy,· Eye care center,Ophthalmology  clinics,Paris,France,4.8,-568,29bis Rue Pouchet,· +33 1 88 33 86 24,,http://www.ophta-paris.com/,⋅ Opens 8:30 AM Mon
"Cabinet of Ophthalmology Tixier, Bégué, Vial",· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,-10,23 Rue George Sand,.+33 1 45 27 84 55,,https://www.doctolib.fr/ophtalmologue/boulogne-billancourt/jean-francois-begue?pid=practice-116149,
Dr. David Schapiro,· Surgeon,Ophthalmology  clinics,Paris,France,4.8,-87,95 Rue Jouffroy d'Abbans,· +33 6 66 04 44 76,,https://www.david-schapiro.com/,⋅ Opens 9 AM Mon
Dr Akesbi Jad Praticien Hospitalier Centre Hospitalier National D'ophtalmologie Des XV XX,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-333,2 Vla du Mont Tonnerre,· +33 1 43 27 10 69,,http://www.ipo-paris.com/,⋅ Opens 8:30 AM Mon
IPO Institut Parisien d'Ophtalmologie,· Eye care center,Ophthalmology  clinics,Paris,France,4.6,-259,2 Vla du Mont Tonnerre,· +33 1 43 27 10 69,,http://www.ipo-paris.com/,⋅ Opens 8 AM Mon
Dr Romain Nicolau - Operation laser des yeux - Chirurgie refractive Lasik Smile - Cataracte - Ophtalmo Paris 11,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-50,3 Av. de Taillebourg,· +33 1 43 44 64 14,,https://www.doctolib.fr/doctors/nicolau%20romain/paris,⋅ Opens 9 AM Mon
"Dr. Charles VAN WENT Chirurgie - Myopie (LASIK, SMILE) - Cataracte - Sècheresse oculaire - DMLA - Glaucome",· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,-266,2 Vla du Mont Tonnerre,· +33 1 43 27 10 69,,http://www.ipo-paris.com/,⋅ Opens 8 AM Mon
Dr Laura Moyal,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-181,"Centre Ophtalmologique Sorbonne Saint-Michel, 4 Rue Domat",· +33 1 88 61 99 19,,http://www.coss-ophtalmologie.paris/,⋅ Opens 9 AM Mon
Dr Sami SAAD - Chirurgien Ophtalmologue - LASIK Paris 15ème,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-224,13 Rue Saint-Amand,· +33 1 71 32 55 58,,https://www.doctolib.fr/ophtalmologue/paris/sami-saad-evry-courcouronnes?pid=practice-360419,⋅ Opens 9:30 AM Mon
"Dr Stéphanie Zwillinger -COP9 Chirurgien ophtalmologiste,glaucome,ophtalmologie pédiatrique",· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,-181,76 Rue Saint-Lazare,· +33 9 81 87 00 70,,https://www.ophtalmo-zwillinger.com/fr/ophtalmologue-a-paris/,⋅ Opens 9:30 AM Mon
Ophtalmologue Expert Laser Vision Paris,· Eye care center,Ophthalmology  clinics,Paris,France,4.6,-5,105 Bd de Magenta,· +33 1 40 16 21 22,,,⋅ 8 PM
Institut Voltaire - Opération laser (LASIK SMILE PKR) - Chirurgie réfractive Paris,· Lasik surgeon,Ophthalmology  clinics,Paris,France,4.9,-160,Paris,· 09 51 42 85 00,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwikmIjKlfuLAxW5koMHHeVQAHQYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1yPEI-BpQTz5PZ50x2C038olDeddPGATK3zRIxH6swPnVzkco5wAcaAjIIEALw_wcB&ohost=www.google.com&cid=CAESVeD2GEc6_qSoMNGUMHaggorXDsU0iKNhbipFAj3aaSg0Qq8GFSpIndrJ7h7KfG_hXr0RgH5Tcg4gIOrMfU7Gf-5o8NCNDSbssXe8FRwlpJ5rnT-fMU8&sig=AOD64_195jd9UzbFUmaI9Nhb_BWbJ7w2CQ&q=&ctype=99&ved=2ahUKEwjj5YLKlfuLAxUr-QIHHY1fAQYQhKwBegQIIxAP&adurl=,⋅ Opens 9 AM Mon
Eye Center Saint-Cyr Santé Paris 17,· Eye care center,Ophthalmology  clinics,Paris,France,4.6,-855,26 Bd Gouvion-Saint-Cyr,· +33 1 88 46 88 19,,https://centresaintcyr-sante.fr/,⋅ Opens 9 AM Sun
Institut Daviel Ophtalmologie - SOS Œil Paris 17 - Chirurgie - Laser - Médecine - Urgences Ophtalmologiques 7/7,· Eye care center,Ophthalmology  clinics,Paris,France,4.9,(9.1K),33-35 Rue de Chazelles,· +33 1 47 64 46 75,,https://www.daviel.fr/,⋅ Opens 9 AM Sun
Dr Yoni Gozlan - Ophtalmologue Paris 16 - Chirurgie Laser Myopie,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-204,4 Rue Donizetti,· +33 1 46 51 72 28,,https://docteuryonigozlan.fr/fr/,
CLINIQUE DE LA VISION Paris - 75007,· Ophthalmology clinic,Ophthalmology  clinics,Paris,France,4.8,-223,131 Rue de l'Université,· +33 1 58 05 20 00,,http://www.cliniquevision.com/,⋅ Opens 8 AM Mon
Centre d'Ophtalmologie d'Allergologie Paris 5 Port Royal - Ophtalys,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,(1.3K),123 Bd Saint-Michel,· +33 1 83 75 90 55,,https://ophtalys.fr/ophtalmologues-paris-5-eme/,⋅ Opens 9 AM Mon
OPHTHALMOLOGY PARIS CENTER,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-116,35-37 Rue Vivienne,· +33 1 40 28 12 98,,https://chirurgiedelavision.fr/,⋅ Opens 9 AM Mon
Institut Noémie de Rothschild,· Ophthalmology clinic,Ophthalmology  clinics,Paris,France,4.6,-732,79 Av. Simon Bolivar,· +33 1 81 51 11 00,,https://www.inr.paris/,⋅ Opens 7 AM Mon
Dr Julien Gozlan - Ophtalmologie - Cataracte et Rétine Paris 16,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-411,4 Rue Donizetti,· +33 1 46 51 72 28,,https://www.doctolib.fr/ophtalmologue/paris/julien-gozlan,⋅ Opens 9 AM Mon
Centre ophtalmologique Edmond De Rothschild,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,(1.4K),55 Av. Jean Jaurès,· +33 1 48 03 65 68,,https://www.fo-rothschild.fr/patient/lhopital/nos-etablissements/centre-de-sante-edmond-de-rothschild-jaures,⋅ Opens 8 AM Mon
Centre d'Ophtalmologie Paris 15 Beaugrenelle - Ophtalys,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,(1.1K),80 Rue des Entrepreneurs,· +33 1 83 75 52 65,,https://ophtalys.fr/ophtalmologues-paris-15/,⋅ Opens 9 AM Mon
Espace Nouvelle Vision,· Ophthalmology clinic,Ophthalmology  clinics,Paris,France,4.6,-91,6 Rue de la Grande Chaumière,· +33 1 53 10 10 00,,http://www.espace-nouvelle-vision.com/,⋅ Opens 9 AM Mon
Institut Oeil Paupière et Rétine Paris,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,-478,92 Rue Saint-Lazare,.+33 1 45 22 02 02,,https://www.ophtalmologie-iop-paris.fr/,
Ophtalmologie Paris Est Nation - Paris 11,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,-140,3 Av. de Taillebourg,· +33 1 43 44 64 14,,https://www.doctolib.fr/ophtalmologue/paris/romain-nicolau?pid=practice-571058,⋅ Opens 9 AM Mon
Center for Keratoconus and Cornea,· Ophthalmology clinic,Ophthalmology  clinics,Paris,France,4.8,-84,11 Pl. de Breteuil,· +33 1 42 73 90 34,,http://centre-cornee-keratocone.com/,⋅ Opens 9 AM Mon
OMMA Ophtalmologie Paris 11 - DMLA - Pédiatrie - Lasik & PKR,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-47,95 Rue du Faubourg Saint-Antoine,· +33 1 85 09 21 29,,https://ophta-omma.paris/,⋅ Opens 9 AM Mon
Dr MOKRANE - Ophtalmologie Chirurgie - Paris 6 - Laser Myopie - Rétine - Cataracte,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-52,102 Rue de Rennes,· +33 1 53 63 14 20,,https://www.doctolib.fr/ophtalmologue/paris/azzeddine-mokrane-paris,⋅ Opens 9 AM Mon
"Marie-Laure Herdan, Oculoplasticien et Ophtalmologiste",· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-65,17 Rue Pétrarque,· +33 1 47 55 80 00,,http://www.autourdunregard.com/,⋅ Opens 9:30 AM Mon
Ophtalmologue Artois sante PARIS 8,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,-320,11 Rue d'Artois,· +33 1 40 69 49 04,,https://www.doctolib.fr/cabinet-medical/paris/centre-d-ophtalmologie-artois-sante,⋅ Opens 9 AM Sun
Dr Nahaisi Steven - Operation laser des yeux - Chirurgie refractive - Specialiste LASIK - Operation myopie,· Ophthalmologist,Ophthalmology  clinics,Paris,France,5,-263,"Consultation Laser Paris 10, 12 Rue du Faubourg Saint-Martin",· +33 1 84 80 28 04,,https://www.doctolib.fr/ophtalmologue/paris/steven-nahaisi,
Dr Mehdi BENCHEQROUN - Ophtalmologie - Chirurgie cataracte et rétine- Laser Myopie - Paris 11ème,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-65,95 Rue du Faubourg Saint-Antoine,· +33 1 84 25 15 05,,https://ophtalmologieparisest.fr/a-propos/equipe-chirurgien-ophtalmologue/,⋅ Opens 9 AM Mon
Institut Voltaire - Opération laser (LASIK SMILE PKR) - Chirurgie réfractive Paris,· Lasik surgeon,Ophthalmology  clinics,Paris,France,4.9,-160,Paris,· 09 51 42 85 00,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjEjYjPlfuLAxXukIMHHf2fPT4YABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI0b4tgh3nM_xkYeuyu2gTYSsD_rRlnrH2-Zz9gQm2LVM2St7ymtvyQaAg0EEALw_wcB&ohost=www.google.com&cid=CAESVeD2DL3gH--7fB7NeuM2KZ3lgrFjYBEtEtuLQvOKbd5pvv_OT9vhtZanGG3rCc5NeLZOa5A-wg8Hh5-HvXNdPcb4FEMgCnunDSwdgF4kgJcJbJNRt3o&sig=AOD64_2CF-q02BpviVJ8-RfG8dDvy8UdaA&q=&ctype=99&ved=2ahUKEwiel4HPlfuLAxUBhf0HHem3AEM4KBCErAF6BAgeEA8&adurl=,⋅ Opens 9 AM Mon
Institut de la Myopie,· Ophthalmologist,Ophthalmology  clinics,Paris,France,5,-1,4 Av. de la Bourdonnais,.+33 1 45 55 58 31,,http://www.institutdelamyopie.com/,
Cabinet Ophtalmologique POPP15 ( Pathologies Œil et Paupière Paris 15 ),· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.6,-64,48 Rue Lacordaire,· +33 1 40 60 00 60,,https://popp15.fr/,⋅ Opens 9 AM Mon
Ophtalmologie Est Parisien Montreuil,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-531,"Montreuil, France",· +33 1 85 78 19 43,,https://ophtalmologie-montreuil.fr/,⋅ Opens 8:30 AM Mon
Centre Dentaire et Ophtalmologie Paris 12 Ledru Rollin - Allergologie -Dentylis,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.6,-609,79 Av. Ledru Rollin,· +33 1 83 75 52 95,,https://dentylis.fr/dentistes-paris-12/,⋅ Opens 9 AM Mon
Centre ophtalmologique Saint Paul,· Eye care center,Ophthalmology  clinics,Paris,France,5,-1,32 Rue Saint-Antoine,· +33 1 48 04 03 02,,https://www.ophtalmologie-paris-stpaul.com/,⋅ Opens 9 AM Mon
Dr Esther BLUMEN-OHANA- Chirurgien Ophtalmologue Paris 7-Laser Myopie Hypermétropie Astigmatisme Presbytie- Cataracte.,· Ophthalmologist,Ophthalmology  clinics,Paris,France,5,-211,4 Rue Desgenettes,· +33 1 45 55 65 45,,https://chirurgie-ophtalmologie-paris.com/,⋅ Opens 11 AM Mon
Docteur Weiser Marc,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,-22,61 Rue de Rennes,· +33 1 45 48 31 13,,http://www.marc-weiser.fr/,⋅ Opens 9 AM Mon
Centre Ophtalmologique & Médecine Générale Issy-les-Moulineaux,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,-611,"Issy-les-Moulineaux, France",· +33 1 86 90 79 90,,https://www.doctolib.fr/centre-de-sante/issy-les-moulineaux/ovisio-issy-les-moulineaux?highlight%5Bspeciality_ids%5D%5B%5D=4,⋅ Opens 9 AM Mon
Dr Emna BOUAYED-BRAHAM - Opération Cataracte et Chirurgie réfractive - Ophtalmologue Paris 11,· Ophthalmologist,Ophthalmology  clinics,Paris,France,5,-26,95 Rue du Faubourg Saint-Antoine,· +33 1 85 09 19 01,,https://www.doctolib.fr/ophtalmologue/paris/emna-bouayed-braham,⋅ Opens 9 AM Mon
"Dr David SAYAG - Ophtalmologue, Chirurgie-rétine, DMLA - Paris 1er",· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,-9,24 Rue de Richelieu,· +33 1 83 81 50 60,,https://www.parisretinavision.fr/,⋅ Opens 9 AM Mon
Dr. Elisa Bluwol Info Glaucoma,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,-118,148 Bd Malesherbes,· +33 1 42 27 01 00,,https://www.infoglaucome.fr/,⋅ Opens 9 AM Mon
Docteur Sylvain Michée,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-96,"DIRECT OPHTALMO PARIS MONTPARNASSE, 6 Rue de la Grande Chaumière",· +33 1 42 02 42 00,,http://drsylvainmichee.wix.com/ophtalmologie,⋅ Opens 9 AM Mon
Dr Mardoche CHETRIT - Ophtalmologie générale - Chirurgie de la rétine et de la cataracte - DMLA - Diabète - Paris 6ème,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.9,-28,102 Rue de Rennes,.+33 1 53 63 14 20,,https://www.doctolib.fr/ophtalmologue/paris/mardoche-chetrit-paris,
Centre ophtalmologique Vincennes,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.7,-925,"Vincennes, France",· +33 1 77 67 60 60,,https://www.ophtalmologie-vincennes.fr/,⋅ Opens 9 AM Mon
Docteur Jean François FAURE,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,-56,"DIRECT OPHTALMO PARIS MONTPARNASSE, 6 Rue de la Grande Chaumière",· +33 1 42 02 42 00,,http://www.jean-francois-faure.com/,⋅ Opens 9 AM Mon
Ophtalmologue Expert Laser Vision Paris,· Eye care center,Ophthalmology  clinics,Paris,France,4.6,-5,105 Bd de Magenta,· +33 1 40 16 21 22,,,⋅ Opens 8:30 AM Sun
health center square of mutuality,· Medical Center,Ophthalmology  clinics,Paris,France,4.6,(3K),1-3 Sq. de la Mutualité,· +33 1 55 25 01 90,,http://www.centresante-squaremutualite.fr/,⋅ Opens 8:30 AM Mon
Accès Vision,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.8,(1.3K),"Saint-Mandé, France",· +33 1 77 44 40 00,,http://acces-vision.com/,⋅ Opens 9 AM Mon
Novacorpus Paris,· Dental clinic,Ophthalmology  clinics,Paris,France,5,-1,10 Rue de Penthièvre,,,http://www.novacorpus.fr/,
Centre d'Ophtalmologie Levallois Louise Michel - Ophtalys,· Ophthalmologist,Ophthalmology  clinics,Paris,France,4.5,-478,"Levallois-Perret, France",· +33 1 85 01 30 15,,https://ophtalys.fr/ophtalmologues-levallois-perret/,⋅ Opens 9 AM Mon
"Dott. Michele Federico Pecoraro, neurochirurgo",· Neurosurgeon,Neurosurgery,Milan,Italy,3.8,-6,Milano,· 02 5003 0013,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi57uaYlvuLAxX_lIMHHUXBBUAYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI0zl5hz5tXtfH13Du2XLJ8sIoXEqLpJ94hjig8Gpt52ffn6DkR9ffIaArz5EALw_wcB&ohost=www.google.com&cid=CAESVeD2Oy8u8tj9-EteoiqK0emdEe7TIQWyC9qFgLTZWWVAYWrvEJmdkVLLA89oapB-LRBMszk5CLTjyP8WgWSFU78iqy0PgQ7c0CSka1UujYvvvO7ctbs&sig=AOD64_269dx4w80cheDcSXTNQn_OqVtBWg&q=&ctype=99&ved=2ahUKEwjIp-GYlvuLAxVjAnUBHV9tHloQhKwBegQIEBAP&adurl=,⋅ Opens 9 AM Mon
"Istituto Neurologico ""Carlo Besta"" | Fondazione IRCCS",· Specialized hospital,Neurosurgery,Milan,Italy,4.3,(2.2K),"Milan, Metropolitan City of Milan, Italy",· +39 02 23941,,http://www.istituto-besta.it/,⋅ Opens 8:30 AM Sun
Neurosurgeon - Dott. Nicola Boari - Milan,· Neurosurgeon,Neurosurgery,Milan,Italy,4.9,-22,"Milan, Metropolitan City of Milan, Italy",· +39 02 3790 8889,,https://neurochirurgiaboari.it/,⋅ Opens 8:30 AM Mon
Dr Milan Makwana - Consultant Neurosurgeon,· Neurosurgeon,Neurosurgery,Milan,Italy,4.7,-28,"Morbi, Gujarat, India",,,,⋅ Opens 10 AM Mon
Ospedale Niguarda,· Neurosurgeon,Neurosurgery,Milan,Italy,5,-1,"Milan, Metropolitan City of Milan, Italy",· +39 02 6444 2409,,https://neurochirurgia-boeris.com/,⋅ Opens 5:30 PM Mon
Policlinico of Milan,· Doctor,Neurosurgery,Milan,Italy,3.6,-776,"Milan, Metropolitan City of Milan, Italy",· +39 02 55031,,http://www.policlinico.mi.it/,
Istituto Nazionale dei Tumori,· Research institute,Oncological clinics,Milan,Italy,4.5,(2.8K),"Milan, Metropolitan City of Milan, Italy",· +39 02 23901,,http://www.istitutotumori.mi.it/,⋅ 8:30 PM
European Institute of Oncology,· Cancer treatment center,Oncological clinics,Milan,Italy,4.3,-788,"Milan, Metropolitan City of Milan, Italy",.+39 02 574891,,http://www.ieo.it/,
IFOM,· Research institute,Oncological clinics,Milan,Italy,4.3,-55,"Milan, Metropolitan City of Milan, Italy",· +39 02 5743 03200,,http://www.ifom.eu/,⋅ Opens 9 AM Mon
