Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
Medicalthree,· Plastic surgeon,Plastic surgery clinic,Berlin,Germany,5,-922,Kurfürstendamm 151,.+49 30 889202222,Closed,https://ssl.gstatic.com/local/servicebusiness/default_user.png,⋅ Opens 10 AM Mon
Dr. Alexandra Buschmann Fachärztin für Plastische und Ästhetische Chirurgie,· Plastic surgeon,Plastic surgery clinic,Berlin,Germany,5,-71,Kurfürstendamm 216,.+49 30 80494343,Closed,,⋅ Opens 9 AM Mon
Dörfer Kieferorthopädie,· Orthodontist,Orthopedic clinic,Berlin,Germany,4.8,-26,5 Tauentzienstraße,· 030 547167400,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjrjYmE-PqLAxUJpYMHHcBVD2EYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1KQkK6P1Q-Hp6_L4IjVco4RF84opyOAt7xVoBE-XAmxn0jjet23hAaArS3EALw_wcB&ohost=www.google.com&cid=CAESVeD2JsauTIG7bW9JkTHEmdrmFVwpGvIiuuTpyV4-xmvBD8m3_j9Om6jjcdpqujPYAJaudWe7oT8j3032eDy3F0ABDLkixwzEpoNfEH-3QopZs-MgxZ0&sig=AOD64_1J06jFZ9TeT7NmwY6jYpha-oU_5w&q=&ctype=99&ved=2ahUKEwiTzIKE-PqLAxUKgv0HHZikBukQhKwBegQIHhAP&adurl=,⋅ Opens 11 AM Mon
Orthopädie-Praxis DocOrtho – Die Bewegungsprofis,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.6,-237,Friedrichstraße 94,· +49 30 22002180,Closed,http://www.docortho.de/,⋅ Opens 8 AM Mon
Dr. med M.Joh. Fontana,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.3,-233,Albrechtstraße 12,· +49 30 400048300,Closed,https://www.orthopaedie-berlin-mitte.de/,⋅ Opens 8 AM Mon
Avicenna Clinic Berlin,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.9,-167,Paulsborner Str. 2,· +49 30 2360830,Closed,http://www.avicenna-klinik.de/,
ChiruPädicum Orthopedic Surgery Center,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.4,-51,Große Hamburger Str. 5,· +49 30 4510101,Closed,http://www.xn--chirupdicum-q8a.de/,⋅ Opens 9 AM Mon
MVZ Vitalis,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.3,-171,Alt-Buckow 9-11,· +49 30 67065690,Closed,https://www.mvz-vitalis.de/,⋅ Opens 7:30 AM Mon
sportsmed.berlin,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.6,-260,Markgrafenstraße 19/4. OG,· +49 30 2510777,Closed,https://www.sportsmed.berlin/?utm_source=local&utm_medium=organic&utm_campaign=gmb,⋅ Opens 8 AM Mon
OC Stadtmitte,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.1,-139,Friedrichstraße 63,· +49 30 20165386,Closed,http://www.oc-stadtmitte.de/,⋅ Opens 8 AM Mon
orthós* MVZ am Wittenbergplatz,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3,-343,Ansbacher Str. 17-19,· +49 30 78099880,Closed,http://www.orthos-berlin.de/,⋅ Opens 8 AM Mon
Private Practice for Orthopedics Prenzlauer Berg,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.4,-20,Danziger Str. 64,· +49 30 44351930,Closed,https://www.orthopaedie-prenzlauerberg.de/,⋅ Opens 8 AM Mon
Orthopädie Berlin,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.2,-60,Kurfürstendamm 199,· +49 30 86008596,Closed,http://orthopaedie-in-berlin.com/,⋅ Opens 9 AM Mon
Westklinik Dahlem,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.6,-92,Clayallee 225 B,· +49 30 83000011,Closed,http://www.westklinik-dahlem.de/,⋅ Closes 8 PM
punctum medico,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.5,-153,Senftenberger Ring 5A,· +49 30 4159093,Closed,https://punctum-medico.de/impressum/,⋅ Opens 8 AM Mon
Orthopädie-Zentrum Potsdamer Platz,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.2,-123,Eichhornstraße 2,· +49 30 25925444,Closed,http://www.orthopaeden-potsdamerplatz.de/,⋅ Opens 8 AM Mon
Orthopädie und Unfallchirurgie am Zoo,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.2,-61,Nürnberger Str. 67,· +49 30 21962096,Closed,https://orthopaedie-am-zoo.de/,⋅ Opens 9 AM Mon
Orthozentrum Berlin - Dr. Michael Jung,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.7,-106,Friedrichstraße 30,· +49 30 25767760,Closed,http://orthozentrum-berlin.de/,⋅ Opens 8 AM Mon
Rückenzentrum Am Markgrafenpark - Berlin,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.1,-57,Markgrafenstraße 19,· +49 30 25923860,Closed,https://ruecken-zentrum.de/,⋅ Opens 7:30 AM Mon
Orthopädisch-/Unfallchirurgische Praxis Am Treptower Park,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,3.5,-79,Elsenstraße 1,· +49 30 5337373,Closed,https://xn--orthopdie-berlin-treptow-vbc.de/,⋅ Opens 9 AM Mon
ATOS MVZ meviva Berlin GmbH,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.1,-170,Stuttgarter Pl. 1/d,· +49 30 31863110,Closed,https://www.meviva.de/,⋅ Opens 8 AM Mon
Physiotherapie Dyanat & Gatzki GmbH,· Physical Therapy Clinic,Orthopedic clinic,Berlin,Germany,4.8,-28,72 Siemensstraße,· 030 62879090,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjP8smJ-PqLAxXaqYMHHUwBKIAYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI04AQ-22eWgUpqYujcICfoN6CrWp569kZyQxZDQ_nULiCzYZyHmAakaApBBEALw_wcB&ohost=www.google.com&cid=CAESVeD2jzR4zc5YKQUb0aO_b68HoY6C-TkGf5ejAlNtqo6Jp6xqvyeYdX82ap5OphU2_tBJLpHhCjEkoPSijUZkI1wL21GtHIzAW2rZs-Hj4BugY2HS3Z0&sig=AOD64_3PpIo8hDdItWItoZNeqROx1tCVWw&q=&ctype=99&ved=2ahUKEwiWpcSJ-PqLAxULgP0HHa46Aeo4KBCErAF6BAgcEA8&adurl=,⋅ Opens 8 AM Mon
Privatpraxis für Orthopädie und Gelenkchirurgie in der MEOCLINIC Berlin Mitte,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.2,-5,Friedrichstraße 71,· +49 30 20944000,Closed,https://www.meoclinic.de/fachgebiete/orthopaedie-unfallchirurgie/,⋅ Opens 8 AM Mon
Sporthopaedicum Berlin,· Sports medicine clinic,Orthopedic clinic,Berlin,Germany,3.2,-254,Bismarckstraße 45-47,· +49 30 92105993,Closed,http://www.sporthopaedicum.de/,⋅ Opens 8 AM Mon
"Orthopedics, Olivaerplatz",· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.8,-73,Olivaer Pl. 16,· +49 30 88682390,Closed,http://www.oaop.de/,⋅ Opens 8 AM Mon
Dr. med. Gunnar Sax,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.2,-69,Clayallee 225 a,· +49 30 81051850,Closed,http://ortho-zentrum-zehlendorf.de/,⋅ Opens 9 AM Mon
Dr. med. Martin Ihle | Orthopädie-Privatpraxis in Berlin-Mitte,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.9,-122,Jägerstraße 70,· +49 30 74780736,Closed,https://www.orthopaedie-ihle.de/,⋅ Opens 9 AM Mon
Dr. med. Reza Taghvaei,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.5,-79,Hermannstraße 256-258,· +49 30 62792210,Closed,http://www.dr-taghvaei.de/,⋅ Opens 9 AM Mon
Orthopedist Dr. med. Frank Thomas,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.3,-161,Wichmannstraße 7,· +49 30 26390890,Closed,http://www.drfrank-thomas.de/,⋅ Opens 9 AM Mon
Orthopädie Berlin-Mitte – OrthoPraxen,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4,-4,Friedrichstraße 180,· +49 30 886226413,Closed,https://orthopraxen-berlin.de/,⋅ Opens 9 AM Mon
Prof. Dr. med. Michael Akbar | Clinic für Wirbelsäulen- erkrankungen & -therapien,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,5,-25,Friedrichstraße 71,· +49 30 20944981,Closed,https://www.wirbelsaeulen-clinic.de/,⋅ Opens 8 AM Mon
SpineNanoPraxis Igor A. Nikiforov,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.4,-77,Ritterstraße 46,· +49 30 24175076,Closed,,⋅ Opens 9 AM Mon
Klinik für Spezielle Orthopädische Chirurgie und Unfallchirurgie | Vivantes Auguste-Viktoria-Klinikum,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,3.6,-19,Rubensstraße 125,· +49 30 130202391,Closed,https://www.vivantes.de/auguste-viktoria-klinikum/spezielle-orthopaedische-chirurgie-und-unfallchirurgie,⋅ Opens 8 AM Sun
Praxis 103 | Orthopädie und Unfallchirurgie in Berlin-Westend,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.3,-66,Reichsstraße 103,· +49 30 30100455,Closed,https://praxis103.de/,⋅ Opens 8 AM Mon
Department of Traumatology and Orthopedics | Vivantes Hospital Neukölln,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,3,-7,Rudower Str. 48,· +49 30 130142121,Closed,https://www.vivantes.de/klinikum-neukoelln/fachbereiche/kliniken/unfallchirurgie-orthopaedie,⋅ Opens 8 AM Mon
Orthopädische Praxis Mitte | Arne Schlichting | Dr. Bülent Kılıç,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.1,-145,Dorotheenstraße 56,· +49 30 2292958,Closed,http://www.orthomitte.de/,⋅ Opens 8 AM Mon
San Orthos - Orthopädische Praxis Dr. Sven Hufnagel im Prenzlauer Berg,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.3,-175,Grellstraße 1a,· +49 30 4217066,Closed,https://www.san-orthos.de/,⋅ Opens 9 AM Mon
Physiotherapie Dyanat & Gatzki GmbH,· Physical Therapy Clinic,Orthopedic clinic,Berlin,Germany,4.8,-28,72 Siemensstraße,· 030 62879090,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwivm6WQ-PqLAxXHsYMHHQh8Mu4YABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI0qY8pBEaQhEwjSpZ9wXRHigHBjysqnOufEmoIravUwmVNqfhL_JpcaAocVEALw_wcB&ohost=www.google.com&cid=CAESVeD2YmrwzbugRjNIn1M-5HV1m5T8sF61-kkd4RLeeR_zzdGjVK0wBp5qzRvlWQeXV6CLuB8BbXM98EWBIzr6DsTZpW5QoamkNXBcnAluehlATPDv3_Q&sig=AOD64_2Ov8ei5Yr7dBGqjOb7fmqyTfIibA&q=&ctype=99&ved=2ahUKEwji5p-Q-PqLAxUU_rsIHer8Els4eBCErAF6BAgeEA8&adurl=,⋅ Opens 8 AM Mon
Orthopädiezentrum Schmargendorf,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.1,-41,Warnemünder Str. 8,· +49 30 897470401,Closed,https://orthopaedie-schmargendorf.de/,⋅ Opens 8 AM Mon
Hand and Fußzentrum Berlin Dr. med. Hubert Klauser,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.1,-79,Schlüterstraße 38,· +49 30 8533072,Closed,http://www.hfz-berlin.de/,⋅ Opens 8:30 AM Mon
Orthopädie Zehlendorf,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.9,-87,Teltower Damm 15,· +49 30 81099700,Closed,http://orthopaedie-zehlendorf.de/,⋅ Opens 8 AM Mon
Dr. med. Holger Göbel,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.3,-37,Clausewitzstraße 4,· +49 30 88682930,Closed,https://www.ortho-charlottenburg.de/praxis/dr-holger-goebel/,⋅ Opens 8 AM Mon
Dr. Margit Lock,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.6,-43,Hauptstraße 87,· +49 30 200038181,Closed,http://www.orthopaedie-friedenau-spandau.de/10-0-Dr--Margrit-Lock.html,⋅ Opens 9 AM Mon
Orthoparc,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.8,-30,Otto-Suhr-Allee 107,· +49 30 3423366,Closed,http://www.orthoparcberlin.de/,⋅ Opens 8 AM Mon
Immanuel Hospital Berlin (Wannsee site),· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.1,-198,Königstraße 63,· +49 30 805050,Closed,https://berlin.immanuel.de/,
Gelenk- und Rückenzentrum Köpenick,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.2,-31,Freiheit 1,· +49 30 600331700,Closed,http://www.ruecken-zentrum.de/,⋅ Opens 8 AM Mon
Dr. med. Barbara Witton,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.2,-218,Britzer Damm 65,· +49 30 6097980,Closed,http://www.spreedoktors.de/,⋅ Opens 9 AM Mon
Orthopädie Nikolassee Dr. med. Katharina Fuchs,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,5,-18,Prinz-Friedrich-Leopold-Straße 7,· +49 30 66763178,Closed,http://www.ortho-nikolassee.de/,⋅ Opens 8:30 AM Mon
Mr. Olaf Kunhardt,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.4,-41,Nußbaumallee 11,· +49 30 55632215,Closed,http://xn--westend-orthopde-8nb.de/,⋅ Opens 9 AM Mon
Dr. Gül Karnas,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.6,-230,Karl-Marx-Straße 16,· +49 30 6221086,Closed,https://www.ortho-neukoelln.de/,⋅ Opens 8 AM Mon
OrthoPhysio GmbH & Co. KG,· Physical therapy clinic,Orthopedic clinic,Berlin,Germany,3.9,-74,Friedrichstraße 94,· +49 30 20605504,Closed,http://www.orthophysio.de/,⋅ Opens 7 AM Mon
KKH Servicestelle Berlin Mitte,· Insurance company,Orthopedic clinic,Berlin,Germany,4.8,-122,63 Charlottenstraße,· 030 72610370,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi3vOmT-PqLAxWuqIMHHWpZLCEYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI00qzQn4O7nFTtEnwOPisqrzE8Z2v-TL2LEyIezWOjUmOqHzahwhMcaAmgeEALw_wcB&ohost=www.google.com&cid=CAESVeD2_ze8DKztYg53cltLytReeV3AI0-hW5flMdtIdtdKfx4XrAxVsTZqLFZsc34GToQ7ztU5lXhOgEswjsQdu0TM4U7Srh90xqUaFF1VVBqwqBlRlCc&sig=AOD64_0dFQdr0qYIWBt0Rcv5aC8DxFYyVA&q=&ctype=99&ved=2ahUKEwiqguST-PqLAxWlgP0HHTEyBWU4oAEQhKwBegQIHBAP&adurl=,⋅ Opens 10 AM Mon
Ortho Eins - Orthopädie,· Doctor,Orthopedic clinic,Berlin,Germany,4.2,-22,Clayallee 225,,Closed,https://www.ortho-eins.de/,
Dr. med. Jamal Alchikh,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.3,-328,Residenzstraße 153,· +49 30 4953418,Closed,https://orthinform.de/aerzte/berlin/dr-med-jamal-alchikh-praxis-fuer-orthopaedie-und-unfallchirurgie-residenzstr,⋅ Opens 9 AM Mon
GP Dr Luebke Seewald Mulsow,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.8,-78,Karl-Lade-Straße 60,· +49 30 9714863,Closed,http://www.chirurgie-lichtenberg.de/,⋅ Opens 8 AM Mon
Herr Dr. med. Wolfgang Weihe,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.6,-11,Friedrichstraße 94,· +49 30 22002180,Closed,http://www.docortho.de/,⋅ Opens 8 AM Mon
Herr Dr. med. Robert-Achim Boldt,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.4,-124,Schloßstraße 111,· +49 30 7918087,Closed,http://unfallchirurgie-steglitz.de/,⋅ Opens 8 AM Mon
orthós Privatärztliche Praxen,· Doctor,Orthopedic clinic,Berlin,Germany,3.7,-3,Ansbacher Str. 17,· +49 30 780998877,Closed,,⋅ Opens 8 AM Mon
Zentrum für Orthopädie und Chirurgie,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.5,-178,Greifswalder Str. 137-138,· +49 30 4433990,Closed,http://www.zoc-berlin.de/,⋅ Opens 8 AM Mon
"""Jacob Böhme"" orthopedic shoemaker GmbH",· Shoe store,Orthopedic clinic,Berlin,Germany,3.7,-9,Brückenstraße 5-6a,· +49 30 2792661,Closed,http://jacob-boehme.de/filiale-mitte-brueckenstrasse,⋅ Opens 10 AM Mon
Koch Orthopädie GmbH,· Medical supply store,Orthopedic clinic,Berlin,Germany,4.6,-72,Warschauer Str. 58a,· +49 30 29360440,Closed,https://www.koch-orthopaedie.com/,⋅ Opens 9 AM Mon
Physiopraxis Becken-Ortho,· Physical therapy clinic,Orthopedic clinic,Berlin,Germany,3.3,-18,Innsbrucker Str. 35,· +49 30 91708256,Closed,https://www.physio-becken-ortho.de/,⋅ Opens 7 AM Mon
Dr. med. Jamal Assaf | Wirbelsäulen- und Neurochirurgie am Ku'damm Berlin,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,3.8,-8,Joachim-Friedrich-Straße 16,· +49 30 20967920,Closed,http://www.drassaf.de/,⋅ Opens 7 AM Mon
Achilles Orthopädieschuhtechnik GmbH,· Orthopedic shoe store,Orthopedic clinic,Berlin,Germany,4.7,-59,Kluckstraße 36,· +49 30 2613925,Closed,http://www.achilles-orthopaedieschuhtechnik.de/,⋅ Opens 9 AM Mon
Orthopädie Kreuzberg,· Doctor,Orthopedic clinic,Berlin,Germany,3.3,-176,Blücherstraße 27,· +49 30 695969660,Closed,http://orthopaedie-kreuzberg.de/,⋅ Opens 8 AM Mon
Aufnahmezentrum Weiße Villa,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.4,-5,Breite Str. 46/47,,Closed,https://www.caritas-klinik-pankow.de/ambulanz-weisse-villa/,
Dr. med. Dirk Lackner,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.9,-12,Kurfürstendamm 61,· +49 30 88430699,Closed,http://www.chimanos.de/,⋅ Opens 8:30 AM Mon
provita orthocare GmbH,· Orthotics & prosthetics service,Orthopedic clinic,Berlin,Germany,5,-13,Nobelstraße 2-6,· +49 30 50560822,Closed,http://www.provita-orthocare.de/,⋅ Opens 9 AM Mon
KKH Servicestelle Berlin Mitte,· Insurance company,Orthopedic clinic,Berlin,Germany,4.8,-122,63 Charlottenstraße,· 030 72610370,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiEx_qV-PqLAxWHzUQHHT1PALMYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI11QvqXlbOiNO6crgUPh6H2Xd0SjF7Gf4r_-wllTLH6mb0py9Qeo0UaAuUqEALw_wcB&ohost=www.google.com&cid=CAESVeD2iD2-VorM1w3vUNkqNaj-3YBNBXBW0KYHy6icxHRHwLvvXdZCYg8bXgPOdMVXOv0H41YJubc4mEe1IBgTf-lC5COCwejUzTPEm2HTMkMwfWvH5s8&sig=AOD64_0h81JfT_8zuPnTgiQadmp1dFB-rQ&q=&ctype=99&ved=2ahUKEwjisPSV-PqLAxWBg_0HHR0MApY4tAEQhKwBegQIHBAP&adurl=,⋅ Opens 10 AM Mon
Orthopedic shoes - deposits Kramm Berlin,· Orthopedic shoe store,Orthopedic clinic,Berlin,Germany,4.5,-24,Schlüterstraße 28,· +49 30 3243964,Closed,http://www.orthopaedie-kramm.de/,⋅ Opens 9 AM Mon
Dipl.-Med. Ute Gutglück,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.5,-59,Matthiasstraße 7,· +49 30 42108850,Closed,https://www.doctolib.de/orthopadie/berlin/ute-gutgluck?utm_source=google-maps&utm_campaign=google-maps,⋅ Opens 1 PM Mon
ATOS Clinica Vita Berlin,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.8,-81,Hohenzollerndamm 28A,· +49 30 86099910,Closed,https://atos-kliniken.com/de/atos-clinica-vita-berlin/,⋅ Opens 8 AM Mon
ATHERA Wirbelsäulenzentrum - Therapiezentrum,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.3,-12,Albrechtstr. 131,· +49 30 70096781,Closed,https://athera.info/wsz/,⋅ Opens 8 AM Mon
Orthopädietechnik Stolzenburg,· Orthopedic shoe store,Orthopedic clinic,Berlin,Germany,4.7,-23,Südwestkorso 63,· +49 30 8219437,Closed,https://www.stolzenburg-schuhtechnik.de/,⋅ Opens 9 AM Mon
Herr Dr. med. Thomas Turczynsky,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.2,-34,Warnemünder Str. 8,· +49 30 897470401,Closed,http://orthopaedie-schmargendorf.de/,⋅ Opens 8 AM Mon
Charité – Universitätsmedizin Berlin,· University hospital,Orthopedic clinic,Berlin,Germany,3.2,-836,Charitépl. 1,· +49 30 45050,Closed,https://www.charite.de/,
Koch Orthopädie GmbH (Filiale Friedrichshain),· Medical supply store,Orthopedic clinic,Berlin,Germany,3.3,-7,Warschauer Str. 57,· +49 30 20624155,Closed,http://www.koch-orthopaedie.com/,⋅ Opens 9 AM Mon
Annette Herrmann-Heck | Chirurgin,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.5,-50,Schönhauser Allee 118,· +49 30 99270100,Closed,https://www.doctolib.de/orthopadie-und-unfallchirurgie/berlin/annette-hermann-heck,⋅ Opens 9 AM Mon
Sana Klinikum Lichtenberg - Klinik und Tagesklinik für Manuelle Medizin,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,5,-4,Frankfurter Allee 231A,· +49 30 55184256,Closed,https://www.sana.de/berlin/medizin-pflege/klinik-und-tagesklinik-fuer-manuelle-medizin,⋅ Opens 8 AM Mon
Paul Schulze Orthopädie und Bandagen GmbH,· Medical supply store,Orthopedic clinic,Berlin,Germany,4.2,-24,Bessemerstraße 13,· +49 30 72010840,Closed,http://www.paul-schulze-gmbh.de/,⋅ Opens 8 AM Mon
Kinderorthopädie Berlin Susanne Leidig,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.5,-8,"in der Praxis Ortho Eins | Dr. Topar, Clayallee 225A",· +49 30 85071777,Closed,https://www.orthopaede-berlin.com/de/kinderorthopaedie-berlin?utm_source=GMB,⋅ Opens 8:30 AM Mon
